p[kN/m]@6m,y[m]@6m,p[kN/m]@11m,y[m]@11m,p[kN/m]@16m,y[m]@16m,p[kN/m]@24m,y[m]@24m,p[kN/m]@40m,y[m]@40m,p[kN/m]@49m,y[m]@49m
123.613365,0.14638832,123.613365,0.18607692,123.613365,0.082813434,668.24774,0.12513815,5925.9873,0.006222922,13578.255,0.011639693
123.613365,0.14788516,123.613365,0.18856375,123.613365,0.08315411,668.85504,0.12548308,5944.7065,0.006252985,13621.146,0.011695923
123.613365,0.14893225,123.613365,0.18876399,123.613365,0.08403834,669.1421,0.12564635,5963.3237,0.006283047,13663.805,0.011752154
123.613365,0.14895806,123.613365,0.18979453,123.613365,0.084459275,670.61896,0.12648857,5981.8394,0.006313109,13706.2295,0.011808384
123.613365,0.15078492,123.613365,0.19075482,123.613365,0.08489407,673.21063,0.1279757,6000.2534,0.006343172,13748.422,0.011864615
123.613365,0.15096982,123.613365,0.19124374,123.613365,0.085075095,673.64014,0.12822326,6018.5664,0.006373234,13790.383,0.011920844
123.613365,0.15132405,123.613365,0.19350311,123.613365,0.085497335,674.2647,0.12858385,6036.7783,0.006403297,13832.111,0.011977075
123.613365,0.15138926,123.613365,0.19409455,123.613365,0.08642419,674.278,0.12859155,6054.8896,0.006433359,13873.609,0.012033305
123.613365,0.15177022,123.613365,0.19492854,123.613365,0.08700224,675.62683,0.12937261,6072.9004,0.006463422,13914.878,0.012089536
123.613365,0.1523771,123.613365,0.1950333,123.613365,0.08716173,675.8612,0.12950867,6090.811,0.006493484,13955.916,0.012145766
123.613365,0.15323064,123.613365,0.19658856,123.613365,0.08718773,680.65753,0.13231388,6108.6216,0.006523546,13996.726,0.012201997
123.613365,0.15357049,123.613365,0.19780025,123.613365,0.087195784,681.8976,0.13304567,6126.3325,0.006553609,14037.307,0.012258227
123.613365,0.1537521,123.613365,0.20036097,123.613365,0.087558255,682.6584,0.13349602,6143.944,0.006583671,14077.66,0.012314457
123.613365,0.1540793,123.613365,0.200824,123.613365,0.08778137,682.8515,0.13361049,6161.4565,0.006613734,14117.787,0.012370688
123.613365,0.15482354,123.613365,0.20128587,123.613365,0.088058546,685.1609,0.13498448,6178.87,0.006643796,14157.687,0.012426918
123.613365,0.1576474,123.613365,0.20259605,123.613365,0.08820058,685.7975,0.13536489,6196.185,0.006673859,14197.36,0.012483149
123.613365,0.16015953,123.613365,0.20289318,123.613365,0.088803865,685.81354,0.1353745,6213.4014,0.006703921,14236.81,0.012539379
123.613365,0.16190962,123.613365,0.20464633,123.613365,0.08920791,688.18976,0.13680086,6230.5205,0.006733983,14276.033,0.01259561
123.613365,0.16197401,123.613365,0.20524761,123.613365,0.08934516,688.74176,0.13713364,6247.541,0.006764046,14315.033,0.01265184
123.613365,0.16246693,123.613365,0.20663995,123.613365,0.0894062,688.78455,0.13715945,6264.465,0.006794108,14353.811,0.01270807
123.613365,0.16351078,123.613365,0.20810013,123.613365,0.089484975,690.09247,0.13795023,6281.2915,0.006824171,14392.365,0.0127643
123.613365,0.16391331,123.613365,0.20845608,123.613365,0.089950986,692.8923,0.13965325,6298.021,0.006854233,14430.698,0.012820531
123.613365,0.16518807,123.613365,0.20868589,123.613365,0.0901103,693.15173,0.13981175,6314.654,0.006884296,14468.81,0.012876761
123.613365,0.16567007,123.613365,0.21048702,123.613365,0.090653345,693.6683,0.1401277,6331.191,0.006914358,14506.7,0.012932992
123.613365,0.16567205,123.613365,0.21115752,123.613365,0.09074208,695.2222,0.14108114,6347.632,0.00694442,14544.372,0.012989222
123.613365,0.16592108,123.613365,0.21136045,123.613365,0.091029145,695.95575,0.14153269,6363.9775,0.006974483,14581.824,0.013045453
123.613365,0.166466,123.613365,0.2116316,123.613365,0.09188732,696.3164,0.14175506,6380.2275,0.007004545,14619.059,0.013101683
123.613365,0.16651377,123.613365,0.21221931,123.613365,0.09234451,698.9002,0.14335501,6396.3823,0.007034608,14656.074,0.013157913
123.613365,0.16898236,123.613365,0.2125673,123.613365,0.09302075,699.03546,0.14343913,6412.443,0.00706467,14692.874,0.013214144
123.613365,0.16913952,123.613365,0.21305288,123.613365,0.09385625,699.27386,0.14358741,6428.409,0.007094733,14729.458,0.013270374
123.613365,0.17011712,123.613365,0.21306013,123.613365,0.09388439,701.6679,0.14508228,6444.2812,0.007124795,14765.825,0.013326605
123.613365,0.17017886,123.613365,0.21339951,123.613365,0.094220154,701.933,0.14524838,6460.0596,0.007154857,14801.979,0.013382835
123.613365,0.17077032,123.613365,0.21395323,123.613365,0.094323754,702.6804,0.1457176,6475.7446,0.007184919,14837.918,0.013439066
123.613365,0.17120144,123.613365,0.2142798,123.613365,0.094356194,703.5772,0.14628188,6491.337,0.007214982,14873.645,0.013495296
123.613365,0.17169835,123.613365,0.21537577,123.613365,0.09489393,703.8984,0.14648433,6506.8364,0.007245045,14909.158,0.013551526
123.613365,0.17223908,123.613365,0.21598081,123.613365,0.095031366,704.5473,0.14689393,6522.243,0.007275107,14944.46,0.013607756
123.613365,0.17290641,123.613365,0.21646944,123.613365,0.09541451,706.52924,0.14814968,6537.558,0.00730517,14979.551,0.013663987
123.613365,0.17447184,123.613365,0.21722509,123.613365,0.09614131,706.91223,0.14839317,6552.7812,0.007335232,15014.433,0.013720217
123.613365,0.1754459,123.613365,0.21916826,123.613365,0.09671891,707.2864,0.14863132,6567.913,0.007365294,15049.104,0.013776448
123.613365,0.1761415,123.613365,0.22013633,123.613365,0.09864456,707.4506,0.14873593,6582.954,0.007395356,15083.567,0.013832678
123.613365,0.17627595,123.613365,0.22038352,123.613365,0.09887033,708.9601,0.14969969,6597.904,0.007425419,15117.822,0.013888909
123.613365,0.17724064,123.613365,0.22175662,123.613365,0.09891968,709.9335,0.15032338,6612.7637,0.007455482,15151.87,0.013945139
123.613365,0.17917703,123.613365,0.22185618,123.613365,0.09979714,710.4413,0.15064944,6627.5337,0.007485544,15185.713,0.01400137
123.613365,0.18165629,123.613365,0.22225513,123.613365,0.09988573,711.69415,0.15145597,6642.214,0.007515607,15219.35,0.0140576
123.613365,0.18221098,123.613365,0.22265671,123.613365,0.0999848,711.7271,0.1514772,6656.8047,0.007545669,15252.781,0.01411383
123.613365,0.1833759,123.613365,0.2236675,123.613365,0.100121036,712.6677,0.15208468,6671.306,0.007575731,15286.01,0.014170061
123.613365,0.18337765,123.613365,0.22486274,123.613365,0.10031758,716.07697,0.15430006,6685.7197,0.007605793,15319.034,0.014226291
123.613365,0.1836557,123.613365,0.22550239,123.613365,0.100353785,716.73395,0.15472944,6700.0444,0.007635856,15351.857,0.014282522
123.613365,0.18387948,123.613365,0.22581263,123.613365,0.10062072,720.03094,0.15689638,6714.2817,0.007665919,15384.4795,0.014338751
123.613365,0.18410894,123.613365,0.22686568,123.613365,0.101291895,720.49115,0.15720047,6728.431,0.007695981,15416.9,0.014394982
123.613365,0.18446675,123.613365,0.22739902,123.613365,0.10131275,720.9114,0.15747847,6742.4937,0.007726044,15449.121,0.014451212
123.613365,0.18524016,123.613365,0.22841948,123.613365,0.10149458,720.9579,0.15750924,6756.4688,0.007756106,15481.144,0.014507443
123.613365,0.18545112,123.613365,0.22893791,123.613365,0.10174862,723.2838,0.15905415,6770.358,0.007786168,15512.967,0.014563673
123.613365,0.1855092,123.613365,0.22931588,123.613365,0.101795755,723.8253,0.15941526,6784.161,0.007816231,15544.594,0.014619904
123.613365,0.18596973,123.613365,0.23000057,123.613365,0.10227111,724.1164,0.15960962,6797.878,0.007846293,15576.024,0.014676134
123.613365,0.18805042,123.613365,0.23010291,123.613365,0.10268528,724.319,0.15974493,6811.51,0.007876355,15607.259,0.014732365
123.613365,0.18904525,123.613365,0.23184825,123.613365,0.10295646,726.2837,0.16106163,6825.0566,0.007906418,15638.298,0.014788595
123.613365,0.18920961,123.613365,0.23335639,123.613365,0.10298126,727.02,0.16155696,6838.5186,0.00793648,15669.144,0.014844826
123.613365,0.18973175,123.613365,0.2334813,123.613365,0.10301164,727.03375,0.16156623,6851.896,0.007966543,15699.796,0.014901056
123.613365,0.18992779,123.613365,0.23604082,123.613365,0.10301766,727.46875,0.1618593,6865.19,0.007996605,15730.256,0.014957286
123.613365,0.19031939,123.613365,0.23618944,123.613365,0.10321235,727.7139,0.16202469,6878.4004,0.008026668,15760.524,0.015013517
123.613365,0.19033642,123.613365,0.23627312,123.613365,0.10330084,728.1289,0.16230485,6891.5273,0.00805673,15790.603,0.015069747
123.613365,0.19114907,123.613365,0.23655376,123.613365,0.10383756,729.98126,0.1635593,6904.5713,0.008086792,15820.491,0.015125978
123.613365,0.19220968,123.613365,0.23672286,123.613365,0.1039991,730.97736,0.16423655,6917.5327,0.008116855,15850.19,0.015182207
123.613365,0.1926573,123.613365,0.23756497,123.613365,0.1048467,731.51556,0.16460326,6930.4126,0.008146917,15879.701,0.015238438
123.613365,0.19359641,123.613365,0.2388686,123.613365,0.105255514,733.5067,0.1659647,6943.2104,0.00817698,15909.024,0.015294668
123.613365,0.19361906,123.613365,0.23887141,123.613365,0.10565685,733.9784,0.16628833,6955.927,0.008207042,15938.162,0.015350899
123.613365,0.19386822,123.613365,0.2403811,123.613365,0.105978526,734.28314,0.16649763,6968.562,0.008237105,15967.113,0.015407129
123.613365,0.19482577,123.613365,0.2409122,123.613365,0.106544234,735.78375,0.16753085,6981.1167,0.008267167,15995.88,0.01546336
123.613365,0.19504462,123.613365,0.24282481,123.613365,0.106598206,737.5675,0.16876465,6993.5913,0.008297229,16024.463,0.01551959
123.613365,0.19505312,123.613365,0.24557328,123.613365,0.1067225,739.057,0.16979954,7005.986,0.008327292,16052.863,0.015575821
123.613365,0.1955174,123.613365,0.24634553,123.613365,0.10738092,739.74603,0.17027971,7018.3013,0.008357354,16081.081,0.01563205
123.613365,0.1957375,123.613365,0.24680352,123.613365,0.10810074,740.5604,0.17084841,7030.537,0.008387417,16109.117,0.015688282
123.613365,0.19622628,123.613365,0.24839404,123.613365,0.10822926,740.566,0.17085227,7042.6943,0.008417479,16136.973,0.015744511
123.613365,0.19623546,123.613365,0.25038293,123.613365,0.108879104,740.71265,0.17095485,7054.773,0.008447542,16164.649,0.015800742
123.613365,0.1963998,123.613365,0.25054055,123.613365,0.108885616,745.2947,0.17417963,7066.774,0.008477604,16192.146,0.015856972
123.613365,0.19774681,123.613365,0.2506937,123.613365,0.10902839,746.5134,0.17504415,7078.697,0.008507666,16219.466,0.015913203
123.613365,0.19792299,123.613365,0.25084373,123.613365,0.10965766,746.7622,0.175221,7090.5425,0.008537728,16246.608,0.015969433
123.613365,0.1980882,123.613365,0.2518769,123.613365,0.109967075,747.0023,0.17539178,7102.3115,0.008567791,16273.574,0.016025664
123.613365,0.19825083,123.613365,0.2536277,123.613365,0.110094525,748.207,0.1762503,7114.004,0.008597854,16300.365,0.016081894
123.613365,0.19923748,123.613365,0.25364506,123.613365,0.11032844,749.2353,0.17698535,7125.62,0.008627916,16326.981,0.016138125
123.613365,0.19951177,123.613365,0.25531647,123.613365,0.11050174,749.2723,0.17701186,7137.16,0.008657979,16353.424,0.016194355
123.613365,0.19970301,123.613365,0.25678968,123.613365,0.110537626,750.0596,0.17757608,7148.6255,0.008688041,16379.693,0.016250586
123.613365,0.20036554,123.613365,0.25762784,123.613365,0.11080174,753.04736,0.17972825,7160.015,0.008718103,16405.791,0.016306816
123.613365,0.20064947,123.613365,0.2589652,123.613365,0.11101902,753.19257,0.17983331,7171.3306,0.008748165,16431.719,0.016363047
123.613365,0.20115355,123.613365,0.2602728,123.613365,0.11104941,753.65765,0.18017,7182.5713,0.008778228,16457.475,0.016419277
123.613365,0.20163862,123.613365,0.26142645,123.613365,0.111091316,753.94116,0.18037547,7193.7383,0.008808291,16483.06,0.016475506
123.613365,0.2025095,123.613365,0.26231006,123.613365,0.11158246,755.1683,0.18126658,7204.8315,0.008838353,16508.48,0.016531738
123.613365,0.20255908,123.613365,0.26269048,123.613365,0.11160939,756.3067,0.18209592,7215.852,0.008868416,16533.73,0.016587967
123.613365,0.20284942,123.613365,0.26290873,123.613365,0.112207144,756.6544,0.18234973,7226.7993,0.008898478,16558.814,0.016644198
123.613365,0.20286742,123.613365,0.26294756,123.613365,0.113160156,757.28656,0.18281174,7237.6743,0.00892854,16583.732,0.016700428
123.613365,0.2034729,123.613365,0.2634434,123.613365,0.11348689,758.54584,0.18373449,7248.4775,0.008958602,16608.484,0.01675666
123.613365,0.20370063,123.613365,0.26431724,123.613365,0.11374151,759.06934,0.18411903,7259.2085,0.008988665,16633.074,0.016812889
123.613365,0.20395848,123.613365,0.2643493,123.613365,0.11377363,759.86,0.18470076,7269.8687,0.009018728,16657.498,0.01686912
123.613365,0.20417728,123.613365,0.26441795,123.613365,0.113967806,760.4492,0.18513514,7280.4575,0.00904879,16681.762,0.01692535
123.613365,0.20566961,123.613365,0.26501498,123.613365,0.1139847,760.5473,0.18520752,7290.9756,0.009078853,16705.861,0.016981581
123.613365,0.20605169,123.613365,0.266719,123.613365,0.114186905,760.9278,0.18548842,7301.424,0.009108915,16729.803,0.01703781
123.613365,0.20704101,123.613365,0.266851,123.613365,0.11502066,761.01953,0.18555622,7311.8022,0.009138977,16753.582,0.017094042
123.613365,0.20890944,123.613365,0.2670804,123.613365,0.11524398,763.4212,0.1873364,7322.111,0.009169039,16777.203,0.017150272
123.613365,0.20971139,123.613365,0.26733512,123.613365,0.115573674,763.5105,0.1874028,7332.3506,0.009199102,16800.664,0.017206501
123.613365,0.21009973,123.613365,0.2710448,123.613365,0.117299,764.1066,0.18784657,7342.5215,0.009229165,16823.969,0.017262733
123.613365,0.21128975,123.613365,0.27147236,123.613365,0.11835588,764.7608,0.1883343,7352.624,0.009259227,16847.117,0.017318962
123.613365,0.21134518,123.613365,0.2715682,123.613365,0.118555196,766.47797,0.1896187,7362.6587,0.00928929,16870.11,0.017375194
123.613365,0.21157901,123.613365,0.27199218,123.613365,0.11863263,767.9544,0.1907277,7372.6255,0.009319352,16892.947,0.017431423
123.613365,0.21310261,123.613365,0.2732528,123.613365,0.11905411,770.54694,0.19268554,7382.5254,0.009349414,16915.63,0.017487654
123.613365,0.2135686,123.613365,0.27341396,123.613365,0.119528964,771.0571,0.19307238,7392.358,0.009379476,16938.16,0.017543884
123.613365,0.21548358,123.613365,0.27348033,123.613365,0.11967152,772.2656,0.19399083,7402.124,0.009409539,16960.537,0.017600115
123.613365,0.21578094,123.613365,0.27404273,123.613365,0.119831264,773.011,0.19455878,7411.824,0.009439602,16982.764,0.017656345
123.613365,0.21667698,123.613365,0.27724317,123.613365,0.12013361,773.3756,0.19483702,7421.4585,0.009469664,17004.838,0.017712576
123.613365,0.21670015,123.613365,0.2781409,123.613365,0.12102263,773.8969,0.19523524,7431.027,0.009499727,17026.762,0.017768806
123.613365,0.21731384,123.613365,0.27962342,123.613365,0.12125233,775.065,0.1961296,7440.531,0.009529789,17048.537,0.017825037
123.613365,0.21847263,123.613365,0.28034267,123.613365,0.121376514,775.1028,0.19615856,7449.969,0.009559851,17070.166,0.017881267
123.613365,0.2187653,123.613365,0.2806008,123.613365,0.121435635,775.11035,0.19616435,7459.3438,0.009589913,17091.645,0.017937498
123.613365,0.21996482,123.613365,0.28108123,123.613365,0.12193588,775.8923,0.19676466,7468.6543,0.009619976,17112.979,0.017993728
123.613365,0.22117689,123.613365,0.28233775,123.613365,0.12214609,776.82764,0.19748431,7477.901,0.009650039,17134.166,0.018049957
123.613365,0.22123162,123.613365,0.28435758,123.613365,0.122273535,779.0522,0.19920303,7487.0845,0.009680101,17155.207,0.018106189
123.613365,0.22134548,123.613365,0.28510725,123.613365,0.122955054,779.62164,0.19964458,7496.205,0.009710164,17176.105,0.018162418
123.613365,0.22270134,123.613365,0.28712443,123.613365,0.123330235,780.3947,0.20024507,7505.263,0.009740226,17196.86,0.01821865
123.613365,0.22331473,123.613365,0.28988248,123.613365,0.12412509,780.7701,0.2005371,7514.259,0.009770288,17217.473,0.01827488
123.613365,0.22346677,123.613365,0.29004833,123.613365,0.12466178,781.25366,0.20091373,7523.1924,0.00980035,17237.941,0.01833111
123.613365,0.22419384,123.613365,0.29058883,123.613365,0.124677196,784.57855,0.20351602,7532.0645,0.009830413,17258.271,0.01838734
123.613365,0.22451241,123.613365,0.29081643,123.613365,0.12531,785.35223,0.20412478,7540.876,0.009860476,17278.459,0.018443571
123.613365,0.22486237,123.613365,0.29121393,123.613365,0.12587138,785.97815,0.20461816,7549.626,0.009890538,17298.51,0.018499801
123.613365,0.22521536,123.613365,0.29155457,123.613365,0.12608828,786.13214,0.20473965,7558.316,0.009920601,17318.42,0.018556032
123.613365,0.22669974,123.613365,0.29203174,123.613365,0.12640053,786.2983,0.2048708,7566.9453,0.009950663,17338.193,0.018612262
